indicator,period,source,location,value,value_type,Sub-dashboard
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Rivers,18.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Rivers,18.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Rivers,18.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Rivers,17.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Rivers,17.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Rivers,19.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Rivers,22.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Rivers,25.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Rivers,27.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Rivers,29.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Sokoto,20.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Sokoto,18.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Sokoto,16.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Sokoto,15,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Sokoto,13.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Sokoto,12.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Sokoto,11.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Sokoto,10.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Sokoto,10,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Sokoto,8.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Sokoto,7.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Sokoto,6.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Sokoto,8.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Sokoto,11.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Sokoto,15.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Sokoto,18.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Sokoto,21.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Taraba,25.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Taraba,24.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Taraba,22.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Taraba,21.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Taraba,20,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Taraba,18.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Taraba,17.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Taraba,17.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Taraba,17.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Taraba,18.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Taraba,18.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Taraba,20,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Taraba,22.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Taraba,25.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Taraba,28,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Taraba,29.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Taraba,29.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Yobe,10.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Yobe,8.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Yobe,7.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Yobe,6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Yobe,5.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Yobe,4.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Yobe,3.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Yobe,3.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Yobe,3.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Yobe,3.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Yobe,3.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Yobe,3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Yobe,3.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Yobe,3.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Yobe,4.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Yobe,4.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Yobe,4.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Zamfara,7.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Zamfara,7.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Zamfara,6.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Zamfara,5.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Zamfara,5.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Zamfara,4.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Zamfara,4.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Zamfara,4.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Zamfara,4.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Zamfara,4.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Zamfara,4.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Zamfara,4.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Zamfara,5.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Zamfara,7.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Zamfara,9.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Zamfara,11.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Zamfara,13.1,Estimate,Health_Outcomes
Under 5 Mortality rate,2000,IHME,Abia,142.2,Estimate,Health_Outcomes
Under 5 Mortality rate,2005,IHME,Abia,127.7,Estimate,Health_Outcomes
Under 5 Mortality rate,2010,IHME,Abia,97.9,Estimate,Health_Outcomes
Under 5 Mortality rate,2015,IHME,Abia,74.4,Estimate,Health_Outcomes
Under 5 Mortality rate,2000,IHME,FCT,131.4,Estimate,Health_Outcomes
Under 5 Mortality rate,2005,IHME,FCT,112.1,Estimate,Health_Outcomes
Under 5 Mortality rate,2010,IHME,FCT,93.4,Estimate,Health_Outcomes
Under 5 Mortality rate,2015,IHME,FCT,85.1,Estimate,Health_Outcomes
Under 5 Mortality rate,2000,IHME,Adamawa,198.5,Estimate,Health_Outcomes
Under 5 Mortality rate,2005,IHME,Adamawa,178.9,Estimate,Health_Outcomes
Under 5 Mortality rate,2010,IHME,Adamawa,136.7,Estimate,Health_Outcomes
Under 5 Mortality rate,2015,IHME,Adamawa,106.4,Estimate,Health_Outcomes
Under 5 Mortality rate,2000,IHME,Akwa Ibom,134.7,Estimate,Health_Outcomes
Under 5 Mortality rate,2005,IHME,Akwa Ibom,126.3,Estimate,Health_Outcomes
Under 5 Mortality rate,2010,IHME,Akwa Ibom,99.5,Estimate,Health_Outcomes
Under 5 Mortality rate,2015,IHME,Akwa Ibom,73.5,Estimate,Health_Outcomes
Under 5 Mortality rate,2000,IHME,Anambra,127.2,Estimate,Health_Outcomes
Under 5 Mortality rate,2005,IHME,Anambra,112.9,Estimate,Health_Outcomes
Under 5 Mortality rate,2010,IHME,Anambra,84.9,Estimate,Health_Outcomes
Under 5 Mortality rate,2015,IHME,Anambra,64.6,Estimate,Health_Outcomes
Under 5 Mortality rate,2000,IHME,Bauchi,241.2,Estimate,Health_Outcomes
Under 5 Mortality rate,2005,IHME,Bauchi,212.3,Estimate,Health_Outcomes
Under 5 Mortality rate,2010,IHME,Bauchi,177.3,Estimate,Health_Outcomes
Under 5 Mortality rate,2015,IHME,Bauchi,154.1,Estimate,Health_Outcomes
Under 5 Mortality rate,2000,IHME,Bayelsa,188.2,Estimate,Health_Outcomes
Under 5 Mortality rate,2005,IHME,Bayelsa,161.4,Estimate,Health_Outcomes
Under 5 Mortality rate,2010,IHME,Bayelsa,119.3,Estimate,Health_Outcomes
Under 5 Mortality rate,2015,IHME,Bayelsa,94.5,Estimate,Health_Outcomes
Under 5 Mortality rate,2000,IHME,Benue,140,Estimate,Health_Outcomes
Under 5 Mortality rate,2005,IHME,Benue,130.7,Estimate,Health_Outcomes
Under 5 Mortality rate,2010,IHME,Benue,104.6,Estimate,Health_Outcomes
Under 5 Mortality rate,2015,IHME,Benue,82,Estimate,Health_Outcomes
Under 5 Mortality rate,2000,IHME,Borno,200,Estimate,Health_Outcomes
Under 5 Mortality rate,2005,IHME,Borno,169.7,Estimate,Health_Outcomes
Under 5 Mortality rate,2010,IHME,Borno,127,Estimate,Health_Outcomes
Under 5 Mortality rate,2015,IHME,Borno,94,Estimate,Health_Outcomes
Under 5 Mortality rate,2000,IHME,Cross River,132.6,Estimate,Health_Outcomes
Under 5 Mortality rate,2005,IHME,Cross River,122.9,Estimate,Health_Outcomes
Under 5 Mortality rate,2010,IHME,Cross River,96.6,Estimate,Health_Outcomes
Under 5 Mortality rate,2015,IHME,Cross River,71.5,Estimate,Health_Outcomes
Under 5 Mortality rate,2000,IHME,Delta,135.8,Estimate,Health_Outcomes
Under 5 Mortality rate,2005,IHME,Delta,119.5,Estimate,Health_Outcomes
Under 5 Mortality rate,2010,IHME,Delta,91.4,Estimate,Health_Outcomes
Under 5 Mortality rate,2015,IHME,Delta,70.1,Estimate,Health_Outcomes
Under 5 Mortality rate,2000,IHME,Ebonyi,152.5,Estimate,Health_Outcomes
Under 5 Mortality rate,2005,IHME,Ebonyi,139.1,Estimate,Health_Outcomes
Under 5 Mortality rate,2010,IHME,Ebonyi,105.9,Estimate,Health_Outcomes
Under 5 Mortality rate,2015,IHME,Ebonyi,78.7,Estimate,Health_Outcomes
Under 5 Mortality rate,2000,IHME,Edo,114.8,Estimate,Health_Outcomes
Under 5 Mortality rate,2005,IHME,Edo,101.3,Estimate,Health_Outcomes
Under 5 Mortality rate,2010,IHME,Edo,80.7,Estimate,Health_Outcomes
Under 5 Mortality rate,2015,IHME,Edo,62,Estimate,Health_Outcomes
Under 5 Mortality rate,2000,IHME,Ekiti,99.7,Estimate,Health_Outcomes
Under 5 Mortality rate,2005,IHME,Ekiti,88.3,Estimate,Health_Outcomes
Under 5 Mortality rate,2010,IHME,Ekiti,74.9,Estimate,Health_Outcomes
Under 5 Mortality rate,2015,IHME,Ekiti,67.8,Estimate,Health_Outcomes
Under 5 Mortality rate,2000,IHME,Enugu,129.2,Estimate,Health_Outcomes
Under 5 Mortality rate,2005,IHME,Enugu,117,Estimate,Health_Outcomes
Under 5 Mortality rate,2010,IHME,Enugu,88.5,Estimate,Health_Outcomes
Under 5 Mortality rate,2015,IHME,Enugu,68,Estimate,Health_Outcomes
Under 5 Mortality rate,2000,IHME,Gombe,226.2,Estimate,Health_Outcomes
Under 5 Mortality rate,2005,IHME,Gombe,189.5,Estimate,Health_Outcomes
Under 5 Mortality rate,2010,IHME,Gombe,150.4,Estimate,Health_Outcomes
Under 5 Mortality rate,2015,IHME,Gombe,126.6,Estimate,Health_Outcomes
Under 5 Mortality rate,2000,IHME,Imo,145,Estimate,Health_Outcomes
Under 5 Mortality rate,2005,IHME,Imo,126.8,Estimate,Health_Outcomes
Under 5 Mortality rate,2010,IHME,Imo,94.7,Estimate,Health_Outcomes
Under 5 Mortality rate,2015,IHME,Imo,71.3,Estimate,Health_Outcomes
Under 5 Mortality rate,2000,IHME,Jigawa,276.3,Estimate,Health_Outcomes
Under 5 Mortality rate,2005,IHME,Jigawa,234.3,Estimate,Health_Outcomes
Under 5 Mortality rate,2010,IHME,Jigawa,202.3,Estimate,Health_Outcomes
Under 5 Mortality rate,2015,IHME,Jigawa,183.4,Estimate,Health_Outcomes
Under 5 Mortality rate,2000,IHME,Kaduna,172.8,Estimate,Health_Outcomes
Under 5 Mortality rate,2005,IHME,Kaduna,148.9,Estimate,Health_Outcomes
